confidence,min_matching,brownian_pos_noise,lost_track_buffer,asso_func,vial_count_error,per_id_coverage_loss,short_track_count,per_frame_id_variance
0.25,0.5,10.0,90,giou,115.0,289.5796178343949,106,13.227580811666705
0.25,0.5,10.0,120,diou,107.0,287.6308724832215,99,13.346231244231513
0.25,0.5,10.0,120,giou,115.0,289.5796178343949,106,13.227580811666705
0.25,0.5,10.0,180,diou,110.0,288.38157894736844,103,13.340342181850096
0.25,0.5,10.0,180,giou,118.0,290.25625,110,13.221595336460204
0.25,0.5,10.0,240,diou,112.0,288.85064935064935,105,13.342332101875316
0.25,0.5,10.0,240,giou,120.0,290.679012345679,112,13.223402208797344
0.25,0.5,20.0,30,diou,98.0,285.2,93,13.439223960048192
0.25,0.5,20.0,30,giou,103.0,286.9310344827586,98,13.259999069653743
0.25,0.5,20.0,60,diou,104.0,286.82191780821915,98,13.37736363792179
0.25,0.5,20.0,60,giou,112.0,288.8636363636364,105,13.26264524465741
0.25,0.5,20.0,90,diou,107.0,287.6040268456376,100,13.362446030976397
0.25,0.5,20.0,90,giou,115.0,289.5668789808917,107,13.247608230902431
0.25,0.5,20.0,120,diou,107.0,287.6174496644295,100,13.366261076186342
0.25,0.5,20.0,120,giou,115.0,289.5796178343949,107,13.251383608272027
0.25,0.5,20.0,180,diou,109.0,288.13907284768214,102,13.361484509296842
0.25,0.5,20.0,180,giou,117.0,290.0503144654088,109,13.246525202071098
0.25,0.5,20.0,240,diou,112.0,288.84415584415586,106,13.361637579047128
0.25,0.5,20.0,240,giou,120.0,290.68518518518516,113,13.246473047065864
0.4,0.01,1.0,30,diou,14.0,191.04651162790697,2,15.290391025063158
0.4,0.01,1.0,30,giou,9.0,199.6304347826087,3,15.266766369003554
0.4,0.01,1.0,60,diou,9.0,184.65853658536585,0,15.294882335665097
0.4,0.01,1.0,60,giou,7.0,194.0681818181818,2,15.272582770934948
0.4,0.01,1.0,90,diou,9.0,184.65853658536585,0,15.294882335665097
0.4,0.01,1.0,90,giou,7.0,194.0681818181818,2,15.272582770934948
0.4,0.01,1.0,120,diou,9.0,184.65853658536585,0,15.294882335665097
0.4,0.01,1.0,120,giou,7.0,194.0681818181818,2,15.272582770934948
0.4,0.01,1.0,180,diou,9.0,184.65853658536585,0,15.294882335665097
0.4,0.01,1.0,180,giou,7.0,194.0681818181818,2,15.272582770934948
0.4,0.01,1.0,240,diou,9.0,184.65853658536585,0,15.294882335665097
0.4,0.01,1.0,240,giou,7.0,194.0681818181818,2,15.272582770934948
0.4,0.01,3.0,30,diou,14.0,191.02325581395348,2,15.287676661675352
0.4,0.01,3.0,30,giou,9.0,199.58695652173913,3,15.264671207975564
0.4,0.01,3.0,60,diou,9.0,184.6341463414634,0,15.29216797227729
0.4,0.01,3.0,60,giou,7.0,194.02272727272725,2,15.27048760990696
0.4,0.01,3.0,90,diou,9.0,184.6341463414634,0,15.29216797227729
0.4,0.01,3.0,90,giou,7.0,194.0681818181818,2,15.274986937974841
0.4,0.01,3.0,120,diou,9.0,184.6341463414634,0,15.29216797227729
0.4,0.01,3.0,120,giou,7.0,194.0681818181818,2,15.274986937974841
0.4,0.01,3.0,180,diou,9.0,184.6341463414634,0,15.29216797227729
0.4,0.01,3.0,180,giou,7.0,194.0681818181818,2,15.274986937974841
0.4,0.01,3.0,240,diou,9.0,184.6341463414634,0,15.29216797227729
0.4,0.01,3.0,240,giou,7.0,194.0681818181818,2,15.274986937974841
0.4,0.01,5.0,30,diou,12.0,191.02325581395348,2,15.287676661675352
0.4,0.01,5.0,30,giou,9.0,199.58695652173913,3,15.264671207975564
0.4,0.01,5.0,60,diou,9.0,184.6341463414634,0,15.29216797227729
0.4,0.01,5.0,60,giou,7.0,194.02272727272725,2,15.27048760990696
0.4,0.01,5.0,90,diou,9.0,184.6341463414634,0,15.29216797227729
0.4,0.01,5.0,90,giou,7.0,194.0681818181818,2,15.274986937974841
0.4,0.01,5.0,120,diou,9.0,184.6341463414634,0,15.29216797227729
0.4,0.01,5.0,120,giou,7.0,194.0681818181818,2,15.274986937974841
0.4,0.01,5.0,180,diou,9.0,184.6341463414634,0,15.29216797227729
0.4,0.01,5.0,180,giou,7.0,194.0681818181818,2,15.274986937974841
0.4,0.01,5.0,240,diou,9.0,184.6341463414634,0,15.29216797227729
0.4,0.01,5.0,240,giou,7.0,194.0681818181818,2,15.274986937974841
0.4,0.01,10.0,30,diou,12.0,191.0,2,15.28829586403517
0.4,0.01,10.0,30,giou,9.0,199.58695652173913,3,15.264671207975564
0.4,0.01,10.0,60,diou,9.0,184.609756097561,0,15.292787174637109
0.4,0.01,10.0,60,giou,7.0,194.02272727272725,2,15.27048760990696
0.4,0.01,10.0,90,diou,9.0,184.609756097561,0,15.292787174637109
0.4,0.01,10.0,90,giou,7.0,194.0681818181818,2,15.274986937974841
0.4,0.01,10.0,120,diou,9.0,184.609756097561,0,15.292787174637109
0.4,0.01,10.0,120,giou,7.0,194.0681818181818,2,15.274986937974841
0.4,0.01,10.0,180,diou,9.0,184.609756097561,0,15.292787174637109
0.4,0.01,10.0,180,giou,7.0,194.0681818181818,2,15.274986937974841
0.4,0.01,10.0,240,diou,9.0,184.609756097561,0,15.292787174637109
0.4,0.01,10.0,240,giou,7.0,194.0681818181818,2,15.274986937974841
0.4,0.01,20.0,30,diou,12.0,191.0,2,15.28829586403517
0.4,0.01,20.0,30,giou,8.0,196.86666666666667,2,15.263247902179135
0.4,0.01,20.0,60,diou,9.0,184.609756097561,0,15.292787174637109
0.4,0.01,20.0,60,giou,7.0,194.02272727272725,2,15.27048760990696
0.4,0.01,20.0,90,diou,9.0,184.609756097561,0,15.292787174637109
0.4,0.01,20.0,90,giou,7.0,194.0681818181818,2,15.274986937974841
0.4,0.01,20.0,120,diou,9.0,184.609756097561,0,15.292787174637109
0.4,0.01,20.0,120,giou,7.0,194.0681818181818,2,15.274986937974841
0.4,0.01,20.0,180,diou,9.0,184.609756097561,0,15.292787174637109
0.4,0.01,20.0,180,giou,7.0,194.0681818181818,2,15.274986937974841
0.4,0.01,20.0,240,diou,9.0,184.609756097561,0,15.292787174637109
0.4,0.01,20.0,240,giou,7.0,194.0681818181818,2,15.274986937974841
0.4,0.05,1.0,30,diou,6.0,194.1590909090909,3,15.259638507663896
0.4,0.05,1.0,30,giou,11.0,207.26530612244898,5,15.243465408836789
0.4,0.05,1.0,60,diou,5.0,191.1627906976744,1,15.262494445933855
0.4,0.05,1.0,60,giou,8.0,202.40425531914894,3,15.242043434233947
0.4,0.05,1.0,90,diou,5.0,191.1627906976744,1,15.262494445933855
0.4,0.05,1.0,90,giou,8.0,202.40425531914894,3,15.242043434233947
0.4,0.05,1.0,120,diou,5.0,191.1627906976744,1,15.262494445933855
0.4,0.05,1.0,120,giou,8.0,202.40425531914894,3,15.242043434233947
0.4,0.05,1.0,180,diou,5.0,191.1627906976744,1,15.262494445933855
0.4,0.05,1.0,180,giou,8.0,202.44680851063828,3,15.24651195641539
0.4,0.05,1.0,240,diou,5.0,191.1627906976744,1,15.262494445933855
0.4,0.05,1.0,240,giou,8.0,202.44680851063828,3,15.24651195641539
0.4,0.05,3.0,30,diou,6.0,194.11363636363637,2,15.257543346635906
0.4,0.05,3.0,30,giou,11.0,207.22448979591837,5,15.241392012114192
0.4,0.05,3.0,60,diou,5.0,191.11627906976744,1,15.260399284905866
0.4,0.05,3.0,60,giou,8.0,202.36170212765956,3,15.23997003751135
0.4,0.05,3.0,90,diou,5.0,191.11627906976744,1,15.260399284905866
0.4,0.05,3.0,90,giou,8.0,202.40425531914894,3,15.244457168052946
0.4,0.05,3.0,120,diou,5.0,191.11627906976744,1,15.260399284905866
0.4,0.05,3.0,120,giou,8.0,202.40425531914894,3,15.244457168052946
0.4,0.05,3.0,180,diou,5.0,191.11627906976744,1,15.260399284905866
0.4,0.05,3.0,180,giou,8.0,202.4255319148936,3,15.246692189193798
0.4,0.05,3.0,240,diou,5.0,191.11627906976744,1,15.260399284905866
0.4,0.05,3.0,240,giou,8.0,202.4255319148936,3,15.246692189193798
0.4,0.05,5.0,30,diou,6.0,194.11363636363637,2,15.257543346635906
0.4,0.05,5.0,30,giou,11.0,207.22448979591837,5,15.241392012114192
0.4,0.05,5.0,60,diou,5.0,191.11627906976744,1,15.260399284905866
0.4,0.05,5.0,60,giou,8.0,202.36170212765956,3,15.23997003751135
0.4,0.05,5.0,90,diou,5.0,191.11627906976744,1,15.260399284905866
0.4,0.05,5.0,90,giou,8.0,202.40425531914894,3,15.244457168052946
0.4,0.05,5.0,120,diou,5.0,191.11627906976744,1,15.260399284905866
0.4,0.05,5.0,120,giou,8.0,202.40425531914894,3,15.244457168052946
0.4,0.05,5.0,180,diou,5.0,191.11627906976744,1,15.260399284905866
0.4,0.05,5.0,180,giou,8.0,202.4255319148936,3,15.246692189193798
0.4,0.05,5.0,240,diou,5.0,191.11627906976744,1,15.260399284905866
0.4,0.05,5.0,240,giou,8.0,202.4255319148936,3,15.246692189193798
0.4,0.05,10.0,30,diou,5.0,191.13953488372093,1,15.256121372033064
0.4,0.05,10.0,30,giou,10.0,204.83333333333331,4,15.23997003751135
0.4,0.05,10.0,60,diou,5.0,191.11627906976744,1,15.260399284905866
0.4,0.05,10.0,60,giou,8.0,202.36170212765956,3,15.23997003751135
0.4,0.05,10.0,90,diou,5.0,191.11627906976744,1,15.260399284905866
0.4,0.05,10.0,90,giou,8.0,202.40425531914894,3,15.244457168052946
0.4,0.05,10.0,120,diou,5.0,191.11627906976744,1,15.260399284905866
0.4,0.05,10.0,120,giou,8.0,202.40425531914894,3,15.244457168052946
0.4,0.05,10.0,180,diou,5.0,191.11627906976744,1,15.260399284905866
0.4,0.05,10.0,180,giou,8.0,202.4255319148936,3,15.246692189193798
0.4,0.05,10.0,240,diou,5.0,191.11627906976744,1,15.260399284905866
0.4,0.05,10.0,240,giou,8.0,202.4255319148936,3,15.246692189193798
0.4,0.05,20.0,30,diou,5.0,191.13953488372093,1,15.256121372033064
0.4,0.05,20.0,30,giou,11.0,207.26530612244898,5,15.224905891315746
0.4,0.05,20.0,60,diou,5.0,191.11627906976744,1,15.260399284905866
0.4,0.05,20.0,60,giou,9.0,204.89583333333331,4,15.224905891315746
0.4,0.05,20.0,90,diou,5.0,191.11627906976744,1,15.260399284905866
0.4,0.05,20.0,90,giou,9.0,204.9375,4,15.229396587610626
0.4,0.05,20.0,120,diou,5.0,191.11627906976744,1,15.260399284905866
0.4,0.05,20.0,120,giou,9.0,204.9375,4,15.229396587610626
0.4,0.05,20.0,180,diou,5.0,191.11627906976744,1,15.260399284905866
0.4,0.05,20.0,180,giou,9.0,204.95833333333331,4,15.23163333705725
0.4,0.05,20.0,240,diou,5.0,191.11627906976744,1,15.260399284905866
0.4,0.05,20.0,240,giou,9.0,204.95833333333331,4,15.23163333705725
0.4,0.1,1.0,30,diou,5.0,197.11111111111111,4,15.246623780101295
0.4,0.1,1.0,30,giou,14.0,218.51851851851853,6,15.146614337845072
0.4,0.1,1.0,60,diou,4.0,194.25,2,15.249479718371255
0.4,0.1,1.0,60,giou,12.0,214.51923076923077,4,15.147510491781533
0.4,0.1,1.0,90,diou,4.0,194.25,2,15.249479718371255
0.4,0.1,1.0,90,giou,12.0,214.51923076923077,4,15.147510491781533
0.4,0.1,1.0,120,diou,4.0,194.25,2,15.249479718371255
0.4,0.1,1.0,120,giou,12.0,214.51923076923077,4,15.147510491781533
0.4,0.1,1.0,180,diou,4.0,194.25,2,15.249479718371255
0.4,0.1,1.0,180,giou,13.0,216.60377358490567,5,15.156407582054252
0.4,0.1,1.0,240,diou,4.0,194.25,2,15.249479718371255
0.4,0.1,1.0,240,giou,13.0,216.60377358490567,5,15.156407582054252
0.4,0.1,3.0,30,diou,5.0,197.06666666666666,3,15.244535988641868
0.4,0.1,3.0,30,giou,14.0,218.51851851851853,7,15.145489177763741
0.4,0.1,3.0,60,diou,4.0,194.20454545454544,2,15.247391926911828
0.4,0.1,3.0,60,giou,12.0,214.48076923076923,4,15.145490352315162
0.4,0.1,3.0,90,diou,4.0,194.20454545454544,2,15.247391926911828
0.4,0.1,3.0,90,giou,12.0,214.51923076923077,4,15.149969290473384
0.4,0.1,3.0,120,diou,4.0,194.20454545454544,2,15.247391926911828
0.4,0.1,3.0,120,giou,12.0,214.51923076923077,4,15.149969290473384
0.4,0.1,3.0,180,diou,4.0,194.20454545454544,2,15.247391926911828
0.4,0.1,3.0,180,giou,13.0,216.56603773584905,5,15.154425068808955
0.4,0.1,3.0,240,diou,4.0,194.20454545454544,2,15.247391926911828
0.4,0.1,3.0,240,giou,13.0,216.56603773584905,5,15.154425068808955
0.4,0.1,5.0,30,diou,5.0,197.06666666666666,3,15.244535988641868
0.4,0.1,5.0,30,giou,14.0,218.51851851851853,6,15.134284476981573
0.4,0.1,5.0,60,diou,4.0,194.20454545454544,2,15.247391926911828
0.4,0.1,5.0,60,giou,12.0,214.51923076923077,4,15.135180630918036
0.4,0.1,5.0,90,diou,4.0,194.20454545454544,2,15.247391926911828
0.4,0.1,5.0,90,giou,12.0,214.55769230769232,4,15.139662425897956
0.4,0.1,5.0,120,diou,4.0,194.20454545454544,2,15.247391926911828
0.4,0.1,5.0,120,giou,12.0,214.55769230769232,4,15.139662425897956
0.4,0.1,5.0,180,diou,4.0,194.20454545454544,2,15.247391926911828
0.4,0.1,5.0,180,giou,13.0,216.60377358490567,5,15.144120956912614
0.4,0.1,5.0,240,diou,4.0,194.20454545454544,2,15.247391926911828
0.4,0.1,5.0,240,giou,13.0,216.60377358490567,5,15.144120956912614
0.4,0.1,10.0,30,diou,5.0,197.06666666666666,3,15.244535988641868
0.4,0.1,10.0,30,giou,14.0,218.51851851851853,6,15.134284476981573
0.4,0.1,10.0,60,diou,4.0,194.20454545454544,2,15.247391926911828
0.4,0.1,10.0,60,giou,12.0,214.51923076923077,4,15.135180630918036
0.4,0.1,10.0,90,diou,4.0,194.20454545454544,2,15.247391926911828
0.4,0.1,10.0,90,giou,12.0,214.55769230769232,4,15.139662425897956
0.4,0.1,10.0,120,diou,4.0,194.20454545454544,2,15.247391926911828
0.4,0.1,10.0,120,giou,12.0,214.55769230769232,4,15.139662425897956
0.4,0.1,10.0,180,diou,4.0,194.20454545454544,2,15.247391926911828
0.4,0.1,10.0,180,giou,13.0,216.60377358490567,5,15.144120956912614
0.4,0.1,10.0,240,diou,4.0,194.20454545454544,2,15.247391926911828
0.4,0.1,10.0,240,giou,13.0,216.60377358490567,5,15.144120956912614
0.4,0.1,20.0,30,diou,5.0,197.06666666666666,3,15.244535988641868
0.4,0.1,20.0,30,giou,14.0,218.51851851851853,6,15.134284476981573
0.4,0.1,20.0,60,diou,4.0,194.20454545454544,2,15.247391926911828
0.4,0.1,20.0,60,giou,12.0,214.51923076923077,4,15.135180630918036
0.4,0.1,20.0,90,diou,4.0,194.20454545454544,2,15.247391926911828
0.4,0.1,20.0,90,giou,12.0,214.55769230769232,4,15.139662425897956
0.4,0.1,20.0,120,diou,4.0,194.20454545454544,2,15.247391926911828
0.4,0.1,20.0,120,giou,12.0,214.55769230769232,4,15.139662425897956
0.4,0.1,20.0,180,diou,4.0,194.20454545454544,2,15.247391926911828
0.4,0.1,20.0,180,giou,13.0,216.60377358490567,5,15.144120956912614
0.4,0.1,20.0,240,diou,4.0,194.20454545454544,2,15.247391926911828
0.4,0.1,20.0,240,giou,13.0,216.60377358490567,5,15.144120956912614
0.4,0.2,1.0,30,diou,11.0,212.11764705882354,6,15.195151560112112
0.4,0.2,1.0,30,giou,21.0,233.92063492063494,12,15.077920475582339
0.4,0.2,1.0,60,diou,9.0,207.6326530612245,3,15.191057704510776
0.4,0.2,1.0,60,giou,19.0,231.11475409836066,8,15.061199838603878
0.4,0.2,1.0,90,diou,9.0,207.6122448979592,3,15.193060385998914
0.4,0.2,1.0,90,giou,19.0,231.11475409836066,8,15.061199838603878
0.4,0.2,1.0,120,diou,9.0,207.6122448979592,3,15.193060385998914
0.4,0.2,1.0,120,giou,19.0,231.11475409836066,8,15.061199838603878
0.4,0.2,1.0,180,diou,9.0,207.6530612244898,3,15.197511911849547
0.4,0.2,1.0,180,giou,19.0,231.08196721311475,8,15.056803738285556
0.4,0.2,1.0,240,diou,9.0,207.6530612244898,3,15.197511911849547
0.4,0.2,1.0,240,giou,19.0,231.08196721311475,8,15.056803738285556
0.4,0.2,3.0,30,diou,11.0,212.078431372549,5,15.193114546286257
0.4,0.2,3.0,30,giou,21.0,233.88888888888889,12,15.076001244258881
0.4,0.2,3.0,60,diou,9.0,207.59183673469386,3,15.189020690684918
0.4,0.2,3.0,60,giou,19.0,231.04918032786884,9,15.06121108951515
0.4,0.2,3.0,90,diou,9.0,207.57142857142856,3,15.191023372173056
0.4,0.2,3.0,90,giou,19.0,231.04918032786884,9,15.06121108951515
0.4,0.2,3.0,120,diou,9.0,207.57142857142856,3,15.191023372173056
0.4,0.2,3.0,120,giou,19.0,231.04918032786884,9,15.06121108951515
0.4,0.2,3.0,180,diou,9.0,207.6122448979592,3,15.19549357952936
0.4,0.2,3.0,180,giou,19.0,231.01639344262296,9,15.056781564319746
0.4,0.2,3.0,240,diou,9.0,207.6122448979592,3,15.19549357952936
0.4,0.2,3.0,240,giou,19.0,231.01639344262296,9,15.056781564319746
0.4,0.2,5.0,30,diou,11.0,212.078431372549,5,15.193114546286257
0.4,0.2,5.0,30,giou,21.0,233.88888888888889,12,15.076001244258881
0.4,0.2,5.0,60,diou,9.0,207.59183673469386,3,15.189020690684918
0.4,0.2,5.0,60,giou,19.0,231.04918032786884,9,15.06121108951515
0.4,0.2,5.0,90,diou,9.0,207.57142857142856,3,15.191023372173056
0.4,0.2,5.0,90,giou,19.0,231.04918032786884,9,15.06121108951515
0.4,0.2,5.0,120,diou,9.0,207.57142857142856,3,15.191023372173056
0.4,0.2,5.0,120,giou,19.0,231.04918032786884,9,15.06121108951515
0.4,0.2,5.0,180,diou,9.0,207.6122448979592,3,15.19549357952936
0.4,0.2,5.0,180,giou,19.0,231.01639344262296,9,15.056781564319746
0.4,0.2,5.0,240,diou,9.0,207.6122448979592,3,15.19549357952936
0.4,0.2,5.0,240,giou,19.0,231.01639344262296,9,15.056781564319746
0.4,0.2,10.0,30,diou,11.0,212.078431372549,5,15.193114546286257
0.4,0.2,10.0,30,giou,21.0,233.88888888888889,12,15.076001244258881
0.4,0.2,10.0,60,diou,9.0,207.59183673469386,3,15.189020690684918
0.4,0.2,10.0,60,giou,19.0,231.04918032786884,9,15.06121108951515
0.4,0.2,10.0,90,diou,9.0,207.57142857142856,3,15.191023372173056
0.4,0.2,10.0,90,giou,19.0,231.04918032786884,9,15.06121108951515
0.4,0.2,10.0,120,diou,9.0,207.57142857142856,3,15.191023372173056
0.4,0.2,10.0,120,giou,19.0,231.04918032786884,9,15.06121108951515
0.4,0.2,10.0,180,diou,9.0,207.6122448979592,3,15.19549357952936
0.4,0.2,10.0,180,giou,19.0,231.01639344262296,9,15.056781564319746
0.4,0.2,10.0,240,diou,9.0,207.6122448979592,3,15.19549357952936
0.4,0.2,10.0,240,giou,19.0,231.01639344262296,9,15.056781564319746
0.4,0.2,20.0,30,diou,12.0,214.21153846153845,6,15.18295083782468
0.4,0.2,20.0,30,giou,22.0,235.265625,13,15.073226427480899
0.4,0.2,20.0,60,diou,10.0,209.9,4,15.178856982223344
0.4,0.2,20.0,60,giou,20.0,232.51612903225805,10,15.058436272737167
0.4,0.2,20.0,90,diou,10.0,209.88,4,15.180859663711482
0.4,0.2,20.0,90,giou,20.0,232.51612903225805,10,15.058436272737167
0.4,0.2,20.0,120,diou,10.0,209.88,4,15.180859663711482
0.4,0.2,20.0,120,giou,20.0,232.51612903225805,10,15.058436272737167
0.4,0.2,20.0,180,diou,10.0,209.92000000000002,4,15.185332407727293
0.4,0.2,20.0,180,giou,20.0,232.48387096774195,10,15.05400961615778
0.4,0.2,20.0,240,diou,10.0,209.92000000000002,4,15.185332407727293
0.4,0.2,20.0,240,giou,20.0,232.48387096774195,10,15.05400961615778
0.4,0.3,1.0,30,diou,31.0,246.02739726027397,22,15.033096890048316
0.4,0.3,1.0,30,giou,34.0,249.17105263157896,23,15.007941671479518
0.4,0.3,1.0,60,diou,30.0,244.97222222222223,20,15.023513945464728
0.4,0.3,1.0,60,giou,36.0,251.0897435897436,23,14.993917863904453
0.4,0.3,1.0,90,diou,31.0,246.013698630137,21,15.021000120247386
0.4,0.3,1.0,90,giou,37.0,251.9746835443038,25,14.99139531126422
0.4,0.3,1.0,120,diou,31.0,246.0,20,15.012960702132467
0.4,0.3,1.0,120,giou,37.0,251.9620253164557,24,14.98340586701799
0.4,0.3,1.0,180,diou,31.0,246.0,20,15.012960702132467
0.4,0.3,1.0,180,giou,37.0,251.9620253164557,24,14.98340586701799
0.4,0.3,1.0,240,diou,31.0,246.0,20,15.012960702132467
0.4,0.3,1.0,240,giou,37.0,251.9620253164557,24,14.98340586701799
0.4,0.3,3.0,30,diou,31.0,246.0,22,15.03120588456563
0.4,0.3,3.0,30,giou,34.0,249.14473684210526,23,15.006055396025989
0.4,0.3,3.0,60,diou,30.0,244.97222222222223,19,15.018483749462604
0.4,0.3,3.0,60,giou,34.0,249.17105263157896,21,14.993387633776091
0.4,0.3,3.0,90,diou,31.0,246.04109589041096,20,15.017844451690248
0.4,0.3,3.0,90,giou,35.0,250.12987012987014,22,14.99273942063758
0.4,0.3,3.0,120,diou,30.0,244.95833333333331,19,15.01123395027922
0.4,0.3,3.0,120,giou,34.0,249.1578947368421,21,14.986129752919865
0.4,0.3,3.0,180,diou,30.0,244.95833333333331,19,15.01123395027922
0.4,0.3,3.0,180,giou,34.0,249.1578947368421,21,14.986129752919865
0.4,0.3,3.0,240,diou,30.0,244.95833333333331,19,15.01123395027922
0.4,0.3,3.0,240,giou,34.0,249.1578947368421,21,14.986129752919865
0.4,0.3,5.0,30,diou,31.0,246.0,22,15.03120588456563
0.4,0.3,5.0,30,giou,34.0,249.14473684210526,23,15.006055396025989
0.4,0.3,5.0,60,diou,30.0,244.94444444444446,20,15.021622939982041
0.4,0.3,5.0,60,giou,34.0,249.14473684210526,22,14.99653985387269
0.4,0.3,5.0,90,diou,31.0,246.013698630137,21,15.021000120247386
0.4,0.3,5.0,90,giou,35.0,250.1038961038961,23,14.995908160645346
0.4,0.3,5.0,120,diou,30.0,244.93055555555554,20,15.014374467517058
0.4,0.3,5.0,120,giou,34.0,249.13157894736844,22,14.989283350402903
0.4,0.3,5.0,180,diou,30.0,244.93055555555554,20,15.014374467517058
0.4,0.3,5.0,180,giou,34.0,249.13157894736844,22,14.989283350402903
0.4,0.3,5.0,240,diou,30.0,244.93055555555554,20,15.014374467517058
0.4,0.3,5.0,240,giou,34.0,249.13157894736844,22,14.989283350402903
0.4,0.3,10.0,30,diou,31.0,246.0,22,15.03120588456563
0.4,0.3,10.0,30,giou,34.0,249.14473684210526,23,15.006055396025989
0.4,0.3,10.0,60,diou,30.0,244.94444444444446,20,15.021622939982041
0.4,0.3,10.0,60,giou,34.0,249.14473684210526,22,14.99653985387269
0.4,0.3,10.0,90,diou,31.0,246.013698630137,21,15.021000120247386
0.4,0.3,10.0,90,giou,35.0,250.1038961038961,23,14.995908160645346
0.4,0.3,10.0,120,diou,30.0,244.93055555555554,20,15.014374467517058
0.4,0.3,10.0,120,giou,34.0,249.13157894736844,22,14.989283350402903
0.4,0.3,10.0,180,diou,30.0,244.93055555555554,20,15.014374467517058
0.4,0.3,10.0,180,giou,34.0,249.13157894736844,22,14.989283350402903
0.4,0.3,10.0,240,diou,30.0,244.93055555555554,20,15.014374467517058
0.4,0.3,10.0,240,giou,34.0,249.13157894736844,22,14.989283350402903
0.4,0.3,20.0,30,diou,32.0,247.01351351351352,23,15.03120588456563
0.4,0.3,20.0,30,giou,35.0,250.12987012987014,24,14.989610356644523
0.4,0.3,20.0,60,diou,31.0,245.986301369863,21,15.021622939982041
0.4,0.3,20.0,60,giou,35.0,250.12987012987014,23,14.980094814491224
0.4,0.3,20.0,90,diou,32.0,247.02702702702703,22,15.021000120247386
0.4,0.3,20.0,90,giou,36.0,251.06410256410257,24,14.979427303826494
0.4,0.3,20.0,120,diou,31.0,245.97260273972603,21,15.014374467517058
0.4,0.3,20.0,120,giou,35.0,250.11688311688312,23,14.972805602011054
0.4,0.3,20.0,180,diou,31.0,245.97260273972603,21,15.014374467517058
0.4,0.3,20.0,180,giou,35.0,250.11688311688312,23,14.972805602011054
0.4,0.3,20.0,240,diou,31.0,245.97260273972603,21,15.014374467517058
0.4,0.3,20.0,240,giou,35.0,250.11688311688312,23,14.972805602011054
0.4,0.5,1.0,30,diou,99.0,285.4751773049645,94,13.42950262279933
0.4,0.5,1.0,30,giou,104.0,287.1986301369863,99,13.241985043775843
0.4,0.5,1.0,60,diou,103.0,286.53793103448277,97,13.38774278692732
0.4,0.5,1.0,60,giou,112.0,288.84415584415586,105,13.257641850784262
0.4,0.5,1.0,90,diou,107.0,287.56375838926175,100,13.366554972303668
0.4,0.5,1.0,90,giou,116.0,289.753164556962,108,13.236293391342189
0.4,0.5,1.0,120,diou,107.0,287.5771812080537,100,13.370376993177079
0.4,0.5,1.0,120,giou,116.0,289.7658227848101,108,13.240068768711783
0.4,0.5,1.0,180,diou,109.0,288.0993377483444,102,13.366025598849323
0.4,0.5,1.0,180,giou,118.0,290.23125,110,13.235636887206425
0.4,0.5,1.0,240,diou,112.0,288.7922077922078,106,13.365640659860222
0.4,0.5,1.0,240,giou,121.0,290.84662576687117,114,13.234828247556413
0.4,0.5,3.0,30,diou,99.0,285.4609929078014,93,13.433814427520723
0.4,0.5,3.0,30,giou,103.0,286.9655172413793,98,13.24250372740253
0.4,0.5,3.0,60,diou,104.0,286.8013698630137,97,13.377450619247057
0.4,0.5,3.0,60,giou,112.0,288.87012987012986,104,13.250759607685346
0.4,0.5,3.0,90,diou,108.0,287.82,100,13.361003251468976
0.4,0.5,3.0,90,giou,116.0,289.7848101265823,107,13.234193369970283
0.4,0.5,3.0,120,diou,108.0,287.8333333333333,100,13.364818296678923
0.4,0.5,3.0,120,giou,116.0,289.7848101265823,107,13.234193369970283
0.4,0.5,3.0,180,diou,111.0,288.5751633986928,104,13.35901870337042
0.4,0.5,3.0,180,giou,119.0,290.45341614906835,111,13.228297772750675
0.4,0.5,3.0,240,diou,113.0,289.01935483870966,106,13.36279599293666
0.4,0.5,3.0,240,giou,121.0,290.85276073619633,113,13.231896129708877
0.4,0.5,5.0,30,diou,99.0,285.4751773049645,93,13.431682368870177
0.4,0.5,5.0,30,giou,104.0,287.1849315068493,98,13.252418260732552
0.4,0.5,5.0,60,diou,104.0,286.82191780821915,97,13.373005113236758
0.4,0.5,5.0,60,giou,112.0,288.8636363636364,104,13.258272481542576
0.4,0.5,5.0,90,diou,108.0,287.82666666666665,100,13.358114392925462
0.4,0.5,5.0,90,giou,116.0,289.7658227848101,107,13.243262397105067
0.4,0.5,5.0,120,diou,108.0,287.84000000000003,100,13.361929438135407
0.4,0.5,5.0,120,giou,116.0,289.7658227848101,107,13.243262397105067
0.4,0.5,5.0,180,diou,111.0,288.58169934640523,104,13.35604037575399
0.4,0.5,5.0,180,giou,119.0,290.4347826086956,111,13.237276921898566
0.4,0.5,5.0,240,diou,113.0,289.0322580645161,106,13.359234567615491
0.4,0.5,5.0,240,giou,121.0,290.840490797546,113,13.240302876253981
0.4,0.5,10.0,30,diou,98.0,285.23571428571427,92,13.416317888735646
0.4,0.5,10.0,30,giou,103.0,286.9655172413793,97,13.237070389063556
0.4,0.5,10.0,60,diou,103.0,286.6,96,13.357452296697867
0.4,0.5,10.0,60,giou,111.0,288.6666666666667,103,13.242736273469218
0.4,0.5,10.0,90,diou,107.0,287.6174496644295,99,13.342416199021566
